No,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39
区分,データ取得日,プレイヤー名情報,プレイヤー名情報,プレイヤー名情報,プレイヤー名情報,ドライブゲージ,ドライブゲージ,ドライブゲージ,ドライブゲージ,ドライブゲージ,ドライブゲージ,ドライブゲージ,ドライブリバーサル,ドライブパリィ,ドライブパリィ,ドライブパリィ,ドライブパリィ,ドライブインパクト,ドライブインパクト,ドライブインパクト,ドライブインパクト,ドライブインパクト,ドライブインパクト,SAゲージ使用割合,SAゲージ使用割合,SAゲージ使用割合,SAゲージ使用割合,スタン,スタン,投げ,投げ,投げ,壁際,壁際,プレイ回数,プレイ回数,プレイ回数,プレイ回数,プレイポイント
項目,データ取得日,プレイヤー名,リーグポイント,ランク,MR,ドライブパリィ,ドライブインパクト,オーバードライブアーツ,パリィドライブラッシュ,キャンセルドライブラッシュ,ドライブリバーサル,ダメージ,使用回数,成功回数,相手のドライブパリィを投げた,自分のドライブパリィを投げられた,ジャストパリィ回数,決めた回数,パニッシュカウンターを決めた回数,相手のドライブインパクトに決めた回数,受けた回数,パニッシュカウンターを受けた回数,相手にドライブインパクトで返された回数,Lv1,Lv2,Lv3,CA,スタンさせた回数,スタンさせられた回数,決めた回数,受けた回数,投げ抜け回数,相手を追い詰めている時間,相手に追い詰められている時間,ランクマッチプレイ回数,カジュアルマッチプレイ回数,ルームマッチプレイ回数,バトルハブマッチプレイ回数,累計プレイポイント
単位,日付,テキスト,数値,テキスト,数値,割合,割合,割合,割合,割合,割合,割合,回,回,回,回,回,回,回,回,回,回,回,割合,割合,割合,割合,回,回,回,回,回,秒,秒,回,回,回,回,数値
548,2026/3/14,DamnSOL,38107,HIGH,1610,9.78%,2.40%,30.98%,4.24%,34.57%,0.42%,17.58%,0.1,1.9,0.2,0.1,0.4,0.3,0.2,0.1,0.2,0.1,0,37.63%,12.90%,45.16%,4.30%,0.1,0,0.9,1.3,0.4,12.5,5.3,7999,13,1195,8196,644565
549,2026/3/14,Ayase,24177,DIAMOND5,0,8.86%,10.65%,28.72%,4.91%,21.40%,0.00%,25.43%,0,1.1,0.2,0.2,0.1,0.8,0.4,0,0.5,0.4,0.3,40.69%,1.16%,31.39%,26.74%,0.1,0.1,4.8,2.1,0.3,8.4,8.1,15381,4,42,0,464580
550,2026/3/14,LeoWrathIsBack,192089,MASTER,0,19.46%,5.08%,13.59%,13.55%,25.28%,7.35%,15.66%,1,1.9,0.2,0.2,0.5,0.9,0.6,0.5,0.3,0.2,0,34.74%,28.81%,27.96%,8.47%,0.2,0,1.1,1.3,0.1,12,5.7,11142,256,10295,246,491169
551,2026/3/14,Nestea,88572,MASTER,1406,15.54%,1.68%,29.39%,11.96%,13.96%,3.66%,23.77%,0.5,1.1,0.2,0.1,0.1,0.2,0.1,0.1,0.5,0.2,0.1,24.13%,8.62%,37.93%,29.31%,0,0.2,2.4,3.7,1.3,7.3,9.7,5459,1944,4316,4614,552988
552,2026/3/14,二郎ラーメン,20933,DIAMOND2,0,13.93%,5.50%,15.50%,6.62%,37.10%,0.00%,21.32%,0,1.9,0.2,0.4,0.4,0.6,0.3,0.2,0.4,0.3,0,64.58%,10.41%,14.58%,10.41%,0.2,0,3.2,2.4,0.4,12.4,6.7,6684,199,3284,0,258435
553,2026/3/14,恶臭鼹鼠,88571,MASTER,1497,10.22%,2.49%,20.57%,4.93%,37.64%,0.76%,23.35%,0.1,1.4,0.3,0.2,0.4,0.2,0.2,0.1,0.5,0.3,0,27.86%,6.55%,44.26%,21.31%,0.1,0.1,2.4,2.2,0.2,10.8,9.3,15043,47,147,0,464099
554,2026/3/14,Nero2197,102747,MASTER,1455,20.93%,3.85%,13.79%,5.28%,32.77%,0.00%,23.35%,0,5.6,0.5,0.5,0.8,0.4,0.3,0.2,0.4,0.2,0.1,21.66%,5.00%,56.66%,16.66%,0.1,0.1,2.2,2.4,0.6,9.6,12,11939,544,228,2748,510290
555,2026/3/14,6666,194025,HIGH,1634,13.77%,3.97%,6.27%,5.87%,42.12%,0.55%,27.42%,0.1,2.7,0.1,0.3,0.8,0.4,0.4,0.2,0.2,0.2,0,6.00%,22.00%,54.00%,18.00%,0.1,0,2.4,3.1,0.2,13.2,13.2,19166,410,0,0,637850
556,2026/3/14,天才的な烏賊,88571,MASTER,1582,13.37%,3.80%,17.53%,5.24%,33.02%,0.56%,26.45%,0.1,2.5,0.1,0.3,0.6,0.5,0.2,0.1,0.2,0.2,0.1,33.33%,11.76%,43.13%,11.76%,0.1,0.1,0.8,2.4,0.8,7.9,10.6,732,0,56,0,22654
557,2026/3/14,IV仔专家（不会连招广州人）,148774,HIGH,1603,10.74%,2.46%,25.03%,5.55%,22.35%,1.27%,32.56%,0.2,1.5,0.5,0.2,0.2,0.3,0.2,0.1,0.4,0.2,0,12.50%,16.25%,57.50%,13.75%,0.1,0,2.7,1.8,0.3,9,5.9,21759,1385,9190,1363,856450
558,2026/3/14,パワーチャージ酒井,39228,MASTER,0,14.67%,1.48%,9.60%,9.75%,44.46%,0.07%,19.93%,0,1.8,0.1,0.3,0.2,0.1,0.1,0.1,0.3,0.1,0,28.57%,15.58%,42.85%,12.98%,0,0,2.2,2,0.1,12.2,8.4,9192,0,2508,40,335865
559,2026/3/14,ABEDONIA,88569,ULTIMATE,1800,6.37%,0.67%,54.08%,1.65%,13.08%,3.18%,20.95%,0.4,1.4,0.2,0.2,0.2,0,0,0,0.2,0.1,0.1,85.45%,11.81%,0.90%,1.81%,0,0.1,1.3,2,0.1,2,15.3,519,1672,117,1498,125711
560,2026/3/14,白色皮膚紅內褲 我是老桑你記住,83334,MASTER,0,23.06%,9.28%,16.04%,13.74%,0.36%,6.84%,30.64%,0.9,2.4,0.2,0.7,0.3,0.7,0.4,0.1,0.7,0.5,0.2,1.72%,24.13%,51.72%,22.41%,0.1,0.1,2.9,3.3,0.6,5.7,9,5900,53,386,0,189978
561,2026/3/14,tanntakatann@Tw,83334,MASTER,0,11.98%,2.55%,31.24%,3.60%,29.40%,0.00%,21.20%,0,3,0.2,0.2,0.4,0.2,0.2,0.1,0.5,0.4,0.1,2.08%,8.33%,60.41%,29.16%,0.1,0.1,2.4,1.9,0.3,12.4,5.1,7623,0,25,220,249454
562,2026/3/14,Hash,27511,MASTER,1484,14.12%,3.60%,22.97%,7.71%,32.22%,0.07%,19.27%,0,2.2,0.4,0.1,0.6,0.5,0.4,0.4,0.3,0.2,0,29.11%,12.65%,49.36%,8.86%,0.2,0,3.2,1.2,0.5,13.7,3.6,6123,75,25407,1,488673
563,2026/3/14,honekai,83333,MASTER,0,1.86%,10.57%,25.08%,0.00%,31.20%,5.35%,25.91%,0.6,0.5,0.1,0,0.1,0.7,0.4,0,0.6,0.4,0.3,8.69%,30.43%,44.92%,15.94%,0,0,3,2.1,0.3,5.4,6.4,3490,6,560,31,117055
564,2026/3/14,Menmy.,78454,MASTER,1454,15.99%,2.79%,18.87%,6.62%,26.04%,0.38%,29.28%,0,3,0.2,0.4,0.5,0.4,0.2,0.1,0.3,0.1,0.1,28.98%,40.57%,28.98%,1.44%,0,0.1,1.6,2.5,0.8,10.7,10.2,22087,0,490,1374,795207
565,2026/3/14,飞八分钱,52549,MASTER,1575,15.91%,1.41%,21.66%,7.54%,24.58%,1.81%,27.06%,0.2,2.1,0.4,0.6,0.9,0.3,0.1,0.1,0.2,0.1,0,16.45%,45.56%,30.37%,7.59%,0,0.1,1.6,2.5,0.4,9.6,12.9,4012,2142,2925,11136,684791
566,2026/3/14,pachikuri1026,80165,MASTER,0,0.00%,5.41%,69.94%,0.00%,0.00%,0.00%,24.63%,0,0,0.1,0,0,0.4,0.3,0,0.7,0.5,0.1,31.34%,8.95%,46.26%,13.43%,0,0.1,1.4,1.7,0.6,9.9,8.3,5239,50,1522,129,183235
567,2026/3/14,笋柑苞榨,176112,MASTER,1546,12.34%,9.30%,29.12%,9.55%,16.68%,0.00%,22.98%,0,0.9,0.3,0,0,1,0.7,0.2,0.7,0.6,0.3,21.51%,8.86%,48.10%,21.51%,0.1,0.1,2.3,2.1,0.6,8,10,11060,25,81,1,333689
568,2026/3/14,Raven,83331,MASTER,0,12.08%,5.62%,41.19%,8.43%,4.88%,4.96%,22.80%,0.6,1.2,0.1,0.3,0.1,0.6,0.4,0.2,0.8,0.5,0.1,24.52%,26.41%,33.96%,15.09%,0,0,1.3,1.7,0.2,10,7.6,4412,85,135,0,138994
569,2026/3/14,こんばんはGacktです,102777,MASTER,1410,3.59%,10.73%,23.08%,0.80%,21.54%,0.00%,40.23%,0,0.5,0.2,0.1,0,0.6,0.3,0,0.4,0.3,0.2,2.17%,2.17%,60.86%,34.78%,0.2,0,2.4,2.1,0.2,6.9,8.3,8071,0,0,0,243477
570,2026/3/14,Smashero,110976,MASTER,0,10.69%,3.15%,18.63%,5.95%,42.02%,0.41%,19.11%,0,1.9,0.4,0.2,0.3,0.4,0.2,0.1,0.3,0.2,0,29.16%,19.16%,40.83%,10.83%,0.1,0.1,2.1,1.9,0.8,9.5,9.3,11441,1,10738,43,464144
571,2026/3/14,あるてま,329816,MASTER,1556,12.91%,3.23%,31.38%,6.46%,21.17%,1.19%,23.63%,0.1,1.6,0.2,0.2,0.6,0.3,0.1,0,0.3,0.2,0,7.84%,19.60%,45.09%,27.45%,0,0,1.6,2,0.4,9.7,8.2,26121,1830,6105,318,926241
572,2026/3/14,愛の探求者,83331,MASTER,0,14.67%,2.46%,26.99%,9.04%,14.56%,0.91%,31.34%,0.1,2,0.1,0.1,0.2,0.3,0.2,0.2,0.5,0.2,0.1,30.76%,7.69%,38.46%,23.07%,0.1,0.1,1.9,2.6,0.6,7.4,10.3,1509,2,185,0,50858
573,2026/3/14,解凍さん,83331,MASTER,1461,8.99%,2.91%,19.49%,5.00%,37.99%,0.00%,25.58%,0,1.5,0.1,0.1,0.3,0.5,0.4,0.3,0.5,0.3,0.1,15.68%,27.45%,45.09%,11.76%,0,0.2,2.5,2.6,0.6,9.5,10.9,13179,459,4749,1005,537296
574,2026/3/14,小葱Mannon,14018,PLATINUM1,0,10.81%,8.24%,41.78%,4.69%,7.08%,4.24%,23.14%,0.4,1.1,0.1,0.2,0.2,0.5,0.3,0.1,0.9,0.5,0.1,36.36%,27.27%,19.48%,16.88%,0,0.1,1.8,2.1,0.2,4.4,9.8,5118,2137,3722,106,268810
575,2026/3/14,Sanba,103148,MASTER,1514,13.97%,2.80%,22.14%,5.73%,35.75%,0.13%,19.44%,0,3.1,0.2,0.2,0.7,0.4,0.3,0.2,0.4,0.2,0.1,31.16%,11.68%,49.35%,7.79%,0.1,0.1,2.2,2.4,0.4,10.7,9.8,7850,154,2134,0,294775
576,2026/3/14,Jump_Fool,550822,ULTIMATE,1943,8.49%,1.81%,15.29%,3.42%,43.71%,1.09%,26.15%,0.1,1.7,0.3,0.2,0.4,0.3,0.2,0.1,0.2,0.1,0,20.33%,40.67%,32.20%,6.77%,0.1,0.1,2.4,1.9,0.6,9.6,7.9,36776,637,1626,3138,1393463
577,2026/3/14,くらえ！,205122,GRAND,1700,12.03%,1.40%,21.54%,4.11%,42.31%,0.80%,17.77%,0.1,1.9,0.1,0.3,0.9,0.1,0.1,0,0.2,0.1,0,47.61%,26.19%,22.22%,3.96%,0,0.1,1.5,1.7,0.3,9.2,5.8,13272,57,4062,14,509240
578,2026/3/14,mostlypuree,83328,MASTER,1498,13.01%,11.88%,28.47%,3.85%,13.50%,7.78%,21.47%,1,2.4,0.2,0.4,0.4,1.1,0.7,0.2,0.8,0.5,0.2,20.37%,41.66%,25.92%,12.03%,0.2,0.1,1.9,1.8,0.1,15.8,8.5,1905,1388,362,154,109299
579,2026/3/14,スーパーマン,591723,ULTIMATE,1890,20.60%,3.03%,14.84%,10.87%,19.73%,8.09%,22.80%,1,2.7,0.6,0.5,0.7,0.3,0.1,0,0.2,0.1,0,32.92%,21.95%,32.92%,12.19%,0.1,0,2.9,2.2,0.2,10.2,10.6,46236,144,1374,44,1451009
580,2026/3/14,あいうえお,78620,MASTER,1371,8.13%,9.05%,23.29%,4.79%,29.31%,0.98%,24.41%,0.1,0.9,0.2,0,0.2,0.8,0.5,0.2,0.5,0.4,0.3,13.33%,22.22%,48.88%,15.55%,0.1,0.1,3.1,1.7,0.4,9.5,6,25533,649,0,0,770558
581,2026/3/14,はみがき,63697,MASTER,0,10.83%,1.92%,30.81%,4.99%,26.69%,0.00%,24.72%,0,2.4,0.2,0.1,0.1,0.2,0.1,0.1,0.3,0.2,0,33.80%,12.67%,42.25%,11.26%,0.1,0,2.9,2.2,0.2,15.9,5.3,6935,583,1345,648,298542
582,2026/3/14,CQDZ－希,148869,MASTER,1506,13.69%,3.62%,13.78%,7.16%,35.44%,3.86%,22.41%,0.5,1.9,0.3,0.3,0.4,0.4,0.3,0.1,0.5,0.3,0.1,31.64%,16.45%,37.97%,13.92%,0,0.1,2.9,1.9,0.1,11.3,8.8,26895,2670,236,1128,989803
583,2026/3/14,メシbb,68665,HIGH,1625,13.74%,1.97%,9.23%,8.34%,39.02%,0.56%,27.09%,0.1,1.4,0.1,0.2,0.2,0.2,0.2,0.1,0.3,0.2,0.1,32.87%,23.28%,35.61%,8.21%,0,0,2.8,2.1,0.6,12,7.3,25369,6415,12971,704,1132925
584,2026/3/14,BlueBeer,127239,MASTER,1573,13.45%,2.01%,19.43%,6.61%,21.11%,0.92%,36.44%,0.1,1.8,0.2,0.3,0.7,0.3,0.2,0.1,0.2,0.1,0,22.58%,25.80%,32.25%,19.35%,0,0.1,1.7,2.6,0.3,7.2,11.9,5898,314,1929,1778,330851
585,2026/3/14,Coffee geek,78619,MASTER,0,19.89%,5.77%,19.60%,11.33%,10.45%,5.88%,27.05%,0.8,3.1,0.3,0.3,0.3,0.6,0.5,0.3,0.7,0.5,0.1,54.66%,8.00%,25.33%,12.00%,0,0.1,1.9,2.2,0.3,6.7,9.8,1572,41,20,0,48418
586,2026/3/14,ney3409,78619,MASTER,0,7.24%,10.87%,19.38%,3.70%,18.19%,14.88%,25.71%,1.9,1.1,0.2,0,0.2,0.8,0.4,0.1,0.9,0.7,0.5,31.85%,36.28%,14.15%,17.69%,0.1,0.1,2,1.6,0.1,12.3,8.5,2555,31,53,920,145293
587,2026/3/14,ぎゅうたん,187073,MASTER,1507,9.48%,3.20%,19.35%,6.79%,27.80%,5.01%,28.34%,0.4,0.7,0.4,0.1,0.1,0.2,0.1,0,0.2,0.1,0.1,13.63%,0.00%,72.72%,13.63%,0,0,3.5,1.7,0.4,9.3,5.5,12039,0,118,1475,493953
588,2026/3/14,刃のテッサ,78618,MASTER,1409,6.62%,4.44%,8.72%,3.79%,48.80%,0.08%,27.50%,0,1.1,0.3,0.1,0.2,0.4,0.3,0.1,0.5,0.3,0.2,42.64%,7.35%,30.88%,19.11%,0.1,0,4,2.1,0.1,8.2,8.4,1167,580,0,0,54111
589,2026/3/14,Moko Cookie,78618,MASTER,1315,5.01%,9.53%,34.39%,1.87%,28.36%,0.08%,20.72%,0,0.8,0.1,0.2,0.1,1.1,0.6,0.2,0.8,0.4,0.3,26.02%,10.95%,46.57%,16.43%,0.1,0,2.3,3,0.5,10.9,8,6012,1,147,1393,275790
590,2026/3/14,Solitaire,78617,MASTER,1504,12.70%,4.30%,27.15%,8.17%,13.70%,7.07%,26.87%,0.8,1.2,0.2,0.1,0.2,0.4,0.2,0.1,0.5,0.3,0.1,18.75%,34.37%,34.37%,12.50%,0,0.1,1.8,1.8,0.1,4.4,9.3,3148,1058,1861,0,150925
591,2026/3/14,我叫last炫神哦后面还有个丶,25222,MASTER,0,9.46%,3.14%,13.73%,4.55%,36.90%,2.40%,29.77%,0.3,1.3,0.3,0.3,0.4,0.5,0.3,0.2,0.4,0.3,0.1,30.18%,16.98%,45.28%,7.54%,0.1,0,1.7,2.7,0.6,8,10.5,8313,1014,8743,510,419323
592,2026/3/14,caodada,15207,PLATINUM2,0,5.68%,3.67%,44.16%,4.32%,27.41%,0.08%,14.64%,0,0.3,0.1,0.1,0,0.2,0.1,0,0.5,0.3,0.1,35.84%,5.66%,35.84%,22.64%,0,0,4.1,1.9,0.1,10.7,5.1,1536,0,1238,140,66750
593,2026/3/14,変態マゾピカチュウ,15870,PLATINUM3,0,9.27%,8.03%,19.06%,4.46%,35.62%,0.08%,23.45%,0,1.1,0,0.1,0.2,0.8,0.6,0.2,0.7,0.3,0.1,34.74%,45.76%,15.25%,4.23%,0,0.1,2.9,2.9,0.6,6,9.5,2344,318,252,201,178505
594,2026/3/14,ぽちゃみつば,17015,PLATINUM4,0,8.17%,18.93%,24.41%,4.71%,3.95%,0.26%,39.54%,0,0.6,0.1,0,0.2,1,0.6,0,0.8,0.5,0.4,67.14%,5.71%,15.71%,11.42%,0,0,3.6,1.8,0.2,3,6.8,8803,216,344,0,280055
595,2026/3/14,スーパーゴリラじん,12510,GOLD5,0,3.76%,27.72%,43.57%,2.31%,0.00%,0.73%,21.87%,0.1,0.3,0.2,0,0,2.7,1.4,0.3,1.3,0.8,0.4,63.34%,20.71%,11.95%,3.98%,0.1,0.1,1.9,3.3,0.2,7.3,7.8,316,0,0,13,13053
596,2026/3/14,DORYAH,14563,PLATINUM2,0,9.25%,16.27%,19.93%,5.27%,27.83%,0.00%,21.42%,0,1.3,0.2,0,0.1,2,1.2,0.5,0.8,0.5,0.2,41.86%,24.80%,27.13%,6.20%,0.1,0.1,2.6,2.2,0.8,5.8,8.3,295,21,0,0,10145
597,2026/3/14,Iron=Tager,12510,GOLD5,0,6.83%,2.56%,41.96%,1.24%,0.00%,0.00%,47.39%,0,0.6,0,0.1,0.1,0.1,0.1,0,0.4,0.3,0,16.66%,33.33%,27.08%,22.91%,0,0,4.7,2.6,0.2,1.9,5.2,118,0,179,0,5737
598,2026/3/14,ramp,12510,GOLD5,0,2.76%,8.81%,37.92%,0.72%,2.08%,0.11%,47.57%,0,0.3,0,0.1,0.1,0.7,0.4,0.1,1.1,0.8,0.2,11.53%,15.38%,42.30%,30.76%,0,0,3.6,2.7,0.2,3.7,8.3,454,40,582,35,24597
599,2026/3/14,卢山卢花鸡,23012,DIAMOND4,0,11.49%,2.88%,11.62%,4.84%,42.82%,0.00%,26.32%,0,2.1,0.1,0.4,0.4,0.2,0.1,0,0.5,0.3,0.1,35.61%,8.21%,35.61%,20.54%,0,0.1,2.5,2.5,0.2,7.3,7.2,2177,4992,311,45,230211
600,2026/3/14,XD-不周,25932,MASTER,1400,12.16%,4.64%,29.19%,3.67%,25.15%,0.00%,25.15%,0,2.2,0.1,0.4,0.2,0.6,0.5,0.3,0.6,0.3,0,15.00%,7.50%,62.50%,15.00%,0,0,2.6,2.2,0.3,7.6,5.5,8547,147,34,0,272612
601,2026/3/14,Silent,23603,DIAMOND4,0,3.80%,4.11%,22.35%,0.23%,45.86%,1.75%,21.86%,0.2,0.9,0.2,0.1,0.1,0.4,0.3,0.1,0.4,0.2,0.1,36.92%,3.07%,33.84%,26.15%,0,0.1,2.1,1.7,0.1,8.8,9.2,2327,267,1375,28,104240
602,2026/3/14,ソシの人,23244,DIAMOND4,0,16.46%,13.00%,22.50%,10.61%,10.92%,0.00%,26.49%,0,1.4,0.1,0.1,0.2,1.1,0.5,0.2,0.8,0.6,0.3,37.14%,54.28%,7.14%,1.42%,0.1,0,1.3,2.3,0.3,8.7,6.8,3233,33,88,20,104300
603,2026/3/14,棗イロハ,17233,PLATINUM4,0,13.15%,12.85%,26.98%,6.09%,8.12%,0.09%,32.69%,0,1.4,0.3,0.4,0.3,1.1,0.6,0.3,0.7,0.5,0.2,17.50%,13.75%,47.50%,21.25%,0.1,0.1,3.5,3.3,1.1,9.3,7.9,2345,79,330,0,81182
604,2026/3/14,GianJoestar,18513,PLATINUM5,0,4.99%,2.94%,12.37%,0.47%,31.14%,0.00%,48.06%,0,1,0,0.1,0,0.3,0.2,0.2,0.6,0.4,0,8.00%,8.00%,36.00%,48.00%,0,0,1.3,3,0.6,8.2,5.4,878,146,181,0,45057
605,2026/3/14,PaIuSami,15925,PLATINUM3,0,19.94%,17.22%,13.85%,11.27%,8.65%,0.08%,28.95%,0,2.2,0.2,0.2,0.6,1.5,0.9,0.2,0.9,0.7,0.5,42.62%,3.27%,32.78%,21.31%,0.2,0,6.4,2,0.6,9.1,5.5,3658,60,2519,0,172593
606,2026/3/14,PepeLaugh,15378,PLATINUM2,0,14.89%,4.08%,8.25%,7.30%,43.20%,0.00%,22.25%,0,2.4,0.2,0,0.3,0.7,0.5,0.5,0.5,0.3,0,6.12%,6.12%,77.55%,10.20%,0,0.1,3,2.5,0.5,9.6,4.6,272,0,9,0,8368
607,2026/3/14,苹果罗登,12510,GOLD5,0,4.94%,40.20%,23.39%,2.64%,0.49%,1.83%,26.47%,0.2,0.6,0.1,0,0.1,3.2,2,0.2,1.8,1.3,0.8,21.92%,19.29%,38.59%,20.17%,0.1,0,3.6,2.5,0.3,6.4,5.8,1074,352,0,0,45432
608,2026/3/14,糖豆豆21442,12170,GOLD4,0,3.55%,10.56%,24.46%,1.42%,0.41%,0.13%,59.44%,0,0.1,0.1,0,0,0.5,0.3,0,0.9,0.5,0.1,18.26%,26.08%,36.52%,19.13%,0,0,5.3,3.1,0.3,1.6,13.2,317,93,0,0,12141
609,2026/3/14,加藤純子39歳丸の内OL,14160,PLATINUM1,0,6.39%,11.59%,46.05%,4.25%,0.97%,0.00%,30.72%,0,0.6,0,0,0,1.2,0.7,0.2,1,0.6,0.3,43.28%,11.94%,29.10%,15.67%,0.1,0.2,2.1,1.8,0.1,8.2,10.2,117,80,361,0,11078
610,2026/3/14,柔荑没有心,9851,GOLD2,0,0.60%,1.37%,36.05%,0.05%,0.17%,0.00%,61.72%,0,0,0.1,0,0,0.2,0.2,0.2,1.3,0.6,0,94.73%,0.00%,0.00%,5.26%,0,0,5.3,3.5,0.9,5.7,8.1,779,63,1,40,51574
611,2026/3/14,Hatsune_Alice,20907,DIAMOND2,0,20.29%,11.97%,26.74%,10.95%,0.24%,10.00%,19.79%,1.2,3.8,0.2,0.7,0.2,0.8,0.6,0.3,0.9,0.5,0.3,64.73%,16.76%,12.13%,6.35%,0,0,2.4,2.3,0.1,7.1,5,2922,93,227,395,117582
612,2026/3/14,okapi◢ ◤,13371,PLATINUM1,0,3.19%,5.57%,5.82%,2.89%,49.14%,0.16%,33.19%,0,0.1,0.2,0,0,0.7,0.5,0.3,0.6,0.4,0.1,28.84%,0.00%,48.07%,23.07%,0,0,4.3,3,0.6,8.4,6.3,811,0,0,0,30694
613,2026/3/14,kawaya555,23976,DIAMOND5,0,14.13%,0.85%,47.38%,8.97%,5.47%,0.00%,23.17%,0,1.7,0.3,0.1,0.3,0.1,0.1,0,0.2,0.1,0,31.52%,38.04%,21.73%,8.69%,0.1,0,1.9,2.5,0.2,9.2,5,4201,0,1334,0,145902
614,2026/3/14,ですまちゃ,12170,GOLD4,0,6.40%,7.35%,49.70%,1.51%,0.15%,0.10%,34.74%,0,1.3,0.1,0.4,0,0.6,0.5,0.2,1.4,0.6,0,36.53%,21.15%,13.46%,28.84%,0,0,1.1,3.1,0.1,3.4,9.7,21,0,517,0,7978
615,2026/3/14,最强立回傳説,10858,GOLD2,0,13.88%,8.71%,22.85%,11.71%,0.47%,0.10%,42.24%,0,0,0.1,0,0,0.6,0.3,0,1.1,0.5,0.1,6.12%,2.04%,55.10%,36.73%,0,0,4.9,3.2,0.9,10.5,5.2,895,73,119,0,30336
616,2026/3/14,Kainushi  (本人),12960,GOLD5,0,6.21%,19.50%,27.47%,4.51%,7.50%,0.31%,34.47%,0,0.3,0.1,0,0,1.5,1,0.3,0.8,0.6,0.3,45.91%,34.69%,15.30%,4.08%,0,0,0.8,2.1,0.1,2.9,6.8,3824,343,0,165,136237
617,2026/3/14,jizo,12170,GOLD4,0,25.97%,6.04%,14.18%,7.35%,0.17%,0.00%,46.26%,0,3.3,0.1,0.3,0.4,0.4,0.1,0,0.7,0.5,0.1,16.66%,45.83%,12.50%,25.00%,0,0,2.9,2.1,0,3.1,7.9,11,0,115,69,5849
618,2026/3/14,Force,12759,GOLD5,0,1.72%,13.59%,40.17%,0.46%,0.00%,0.13%,43.91%,0,0.2,0,0,0,0.7,0.4,0,0.9,0.6,0.1,17.14%,24.28%,42.85%,15.71%,0,0,2.6,1.9,0.4,5,4.8,126,56,0,0,5700
619,2026/3/14,最强4针技之顶针传说super,23379,DIAMOND4,0,4.86%,15.81%,38.17%,4.14%,12.26%,5.76%,18.96%,0.7,0.1,0.4,0,0,1.4,0.8,0.2,1.4,0.9,0.4,45.85%,24.84%,22.29%,7.00%,0.2,0,2.6,1.5,0.1,15.7,4.7,1381,28,4268,58,99611
620,2026/3/14,Sorrymaker,12170,GOLD4,0,2.60%,10.31%,45.46%,0.95%,0.81%,0.27%,39.58%,0,0.1,0.1,0,0,1,0.6,0.1,1.4,0.9,0.1,57.14%,14.28%,21.42%,7.14%,0,0,1.9,2.6,0.1,2.5,5.9,84,0,3,0,3553
621,2026/3/14,Artorias5000,14484,PLATINUM2,0,7.66%,12.74%,31.87%,6.02%,0.26%,0.00%,41.42%,0,0.3,0.1,0,0,0.9,0.6,0.2,1.3,0.7,0.1,2.83%,44.33%,39.62%,13.20%,0,0.1,2.5,2.5,0.4,4.7,9.2,753,0,19,0,25439
622,2026/3/14,shiratori,15705,PLATINUM3,0,7.52%,1.50%,41.18%,3.81%,7.57%,0.10%,38.30%,0,0.9,0.2,0,0.2,0.2,0.1,0.1,0.5,0.3,0,41.26%,12.69%,34.92%,11.11%,0,0,1.7,2.1,0.4,4.9,8.5,5131,33,326,70,206257
623,2026/3/14,ちるex,11668,GOLD3,0,5.06%,8.25%,14.23%,1.21%,42.94%,0.41%,27.87%,0,0.8,0,0.1,0.3,0.6,0.3,0,0.9,0.7,0.4,28.76%,17.80%,36.98%,16.43%,0.1,0,0.9,3.2,0.1,4.9,8.5,202,0,358,0,12034
624,2026/3/14,長州　力,11668,GOLD3,0,9.68%,19.68%,34.52%,5.52%,0.15%,0.00%,30.43%,0,0.8,0,0.1,0.1,1.4,0.8,0.2,1,0.5,0.3,0.00%,10.14%,71.01%,18.84%,0,0.1,1.5,2.8,0.3,5.4,6.1,1377,6,0,0,45370
625,2026/3/14,ねこねこ,17870,PLATINUM5,0,12.47%,6.84%,27.17%,6.22%,18.96%,0.48%,27.83%,0.1,1.5,0.3,0.1,0.3,0.8,0.5,0.1,0.4,0.3,0.2,30.00%,16.66%,34.44%,18.88%,0,0,3.2,3,0.6,5.6,9.8,782,224,864,0,44354
626,2026/3/14,ccgo886,19879,DIAMOND1,0,16.97%,4.64%,36.37%,13.96%,1.97%,0.20%,25.86%,0,0.5,0.1,0.1,0,0.3,0.2,0,0.8,0.4,0.1,29.34%,42.39%,19.56%,8.69%,0,0,1.8,2.8,0.2,5.9,6.2,892,13,0,543,74616
627,2026/3/14,LeTank,11668,GOLD3,0,13.96%,7.14%,28.88%,9.56%,1.73%,0.19%,38.50%,0,0.5,0.1,0.1,0.1,0.7,0.6,0.4,1.1,0.9,0.1,24.39%,12.19%,58.53%,4.87%,0,0,2.2,2.3,0.3,8.4,7.2,564,0,4,0,22144
628,2026/3/14,Tom_moT,11668,GOLD3,0,12.71%,4.05%,19.92%,6.08%,31.20%,0.10%,25.91%,0,1.5,0.2,0.2,0.3,0.4,0.3,0.2,0.4,0.3,0,20.83%,8.33%,43.75%,27.08%,0,0,2.2,2.5,0.3,8.6,6.5,1696,0,26,34,90220
