character_id,fighter_banner_info.allow_cross_play,fighter_banner_info.battle_input_type,fighter_banner_info.custom_room_invite_setting,fighter_banner_info.enjoy_total_point,fighter_banner_info.favorite_character_id,fighter_banner_info.favorite_character_league_info.league_point,fighter_banner_info.favorite_character_league_info.league_rank,fighter_banner_info.favorite_character_league_info.master_league,fighter_banner_info.favorite_character_league_info.master_rating,fighter_banner_info.favorite_character_league_info.master_rating_ranking,fighter_banner_info.favorite_character_play_point.battle_hub,fighter_banner_info.favorite_character_play_point.fighting_ground,fighter_banner_info.favorite_character_play_point.world_tour,fighter_banner_info.friend_request_flag,fighter_banner_info.friendship,fighter_banner_info.home_id,fighter_banner_info.inside_rank,fighter_banner_info.is_circle_invite,fighter_banner_info.is_circle_member,fighter_banner_info.last_play_at,fighter_banner_info.main_circle.circle_id,fighter_banner_info.main_circle.circle_name,fighter_banner_info.main_circle.data_exist,fighter_banner_info.main_circle.emblem.emblem_base,fighter_banner_info.main_circle.emblem.emblem_base_color,fighter_banner_info.main_circle.emblem.emblem_frame,fighter_banner_info.main_circle.emblem.emblem_frame_color,fighter_banner_info.main_circle.emblem.emblem_pattern,fighter_banner_info.main_circle.emblem.emblem_pattern_color,fighter_banner_info.main_circle.emblem.emblem_pattern_horizontal_inversion,fighter_banner_info.main_circle.emblem.emblem_pattern_vertical_inversion,fighter_banner_info.main_circle.emblem.emblem_processing,fighter_banner_info.main_circle.emblem.emblem_symbol1,fighter_banner_info.main_circle.emblem.emblem_symbol1_clipping,fighter_banner_info.main_circle.emblem.emblem_symbol1_color,fighter_banner_info.main_circle.emblem.emblem_symbol1_horizontal_inversion,fighter_banner_info.main_circle.emblem.emblem_symbol1_vertical_inversion,fighter_banner_info.main_circle.emblem.emblem_symbol2,fighter_banner_info.main_circle.emblem.emblem_symbol2_clipping,fighter_banner_info.main_circle.emblem.emblem_symbol2_color,fighter_banner_info.main_circle.emblem.emblem_symbol2_horizontal_inversion,fighter_banner_info.main_circle.emblem.emblem_symbol2_vertical_inversion,fighter_banner_info.main_circle.leader.fighter_id,fighter_banner_info.main_circle.leader.platform_id,fighter_banner_info.main_circle.leader.short_id,fighter_banner_info.max_content_play_time.content_type,fighter_banner_info.max_content_play_time.play_time,fighter_banner_info.mobile_linkage,fighter_banner_info.online_status_info.battlehub_admission_restriction,fighter_banner_info.online_status_info.battlehub_id,fighter_banner_info.online_status_info.battlehub_platform_id,fighter_banner_info.online_status_info.battlehub_region_id,fighter_banner_info.online_status_info.battlehub_server_no,fighter_banner_info.online_status_info.custom_room_master_short_id,fighter_banner_info.online_status_info.custom_room_platform_id,fighter_banner_info.online_status_info.custom_room_publish_setting,fighter_banner_info.online_status_info.custom_room_region_id,fighter_banner_info.online_status_info.custom_room_required_network_connection_quality,fighter_banner_info.online_status_info.custom_room_required_pass_code,fighter_banner_info.online_status_info.custom_room_room_id,fighter_banner_info.online_status_info.online_status,fighter_banner_info.personal_info.fighter_id,fighter_banner_info.personal_info.platform_id,fighter_banner_info.personal_info.short_id,fighter_banner_info.personal_info.platform_name,fighter_banner_info.personal_info.platform_tool_name,fighter_banner_info.play_time_zone.end_hour,fighter_banner_info.play_time_zone.end_minute,fighter_banner_info.play_time_zone.start_hour,fighter_banner_info.play_time_zone.start_minute,fighter_banner_info.profile_comment.profile_tag_id,fighter_banner_info.profile_comment.tag_option_id,fighter_banner_info.title_plate,fighter_banner_info.favorite_character_name,fighter_banner_info.favorite_character_tool_name,fighter_banner_info.title_data.title_data_id,fighter_banner_info.title_data.title_data_grade_id,fighter_banner_info.title_data.title_data_grade_name,fighter_banner_info.title_data.title_data_plate_id,fighter_banner_info.title_data.title_data_plate_name,fighter_banner_info.title_data.title_data_val,fighter_banner_info.home_name,league_point,league_rank,master_league,master_rating_ranking,order,ranking_title_plate,rating,character_name,character_tool_name,ranking_title_data.title_data_id,ranking_title_data.title_data_grade_id,ranking_title_data.title_data_grade_name,ranking_title_data.title_data_plate_id,ranking_title_data.title_data_plate_name,ranking_title_data.title_data_val,source.page,source.ranking_type,source.locale
18,True,0,1,2535,18,1017724,36,37,2367,11,5615,1919634,0,False,2,85,2,True,False,1776428630,2e9644baf5584fdea710ef55debe9393,SonicWarriors,True,29,4,1,17,20,18,False,False,1,40154,True,4,False,False,40129,False,4,False,False,doyanbo,5,1243061161,2,12478070,False,0,,0,0,0,0,0,1,0,0,False,,8,rana,5,2164528577,Steam,steam,6,30,4,30,1,0,10001,Guile,guile,10001,1,銅,122,122-8bb65d811510d0e60b605476864239,Let's Do This,Japan,0,36,37,11,11,10001,2367,Guile,guile,10001,1,銅,122,122-8bb65d811510d0e60b605476864239,Let's Do This,1,master,en
7,True,0,1,5224,7,756631,36,37,2363,12,27870,545128,30,False,2,85,2,True,False,1776444216,134c736eb6e743a2978ccb4f94bdc81a,cawaiixlabo,True,10,15,2,16,1,4,True,False,1,40001,False,1,False,False,40168,False,1,False,False,りゅうてゃ,5,1412500980,8,13891204,False,0,,0,0,0,0,0,1,0,0,False,,1,りゅうてゃ,5,1412500980,Steam,steam,14,30,13,0,5,7,10955,JP,jp,10955,6,SPECIAL,341,341-b30efbd69dbb5ea4e68ddb564f6317,Real Ratio 4 Fighter,Japan,0,36,37,12,12,10955,2363,JP,jp,10955,6,SPECIAL,341,341-b30efbd69dbb5ea4e68ddb564f6317,Real Ratio 4 Fighter,1,master,en
25,True,0,1,7148,25,229721,36,37,2360,13,0,51925,0,False,2,85,2,True,False,1776443957,5584362f0b084505bf66f754c578c4d0,TAKAGIdojo,True,12,1,1,8,3,1,False,False,1,40163,False,5,False,False,40098,False,13,False,False,高木サンダー,5,3249813921,8,7739742,False,0,,0,0,0,0,0,1,0,0,False,,1,Sahara,5,1051410689,Steam,steam,13,30,12,30,12,0,10001,Sagat,sagat,10001,1,銅,122,122-8bb65d811510d0e60b605476864239,Let's Do This,Japan,0,36,37,13,13,10001,2360,Sagat,sagat,10001,1,銅,122,122-8bb65d811510d0e60b605476864239,Let's Do This,1,master,en
10,True,0,1,10570,28,628805,36,37,2326,38,420,169136,0,False,2,85,2,True,False,1776438985,5e61df5be5be4cbc8b017fa1d5d75230,taochannnnnnnnn,True,33,1,1,3,1,1,False,False,1,40176,False,1,False,False,40001,False,1,False,False,orarin,5,4088416704,2,6317825,False,0,,0,0,0,0,0,1,0,0,False,,1,orarin,5,4088416704,Steam,steam,15,0,12,30,2,0,11001,Mai,mai,11001,5,グレード5,7250,7250-a52630c1e7e3e23ecd8c9e3259e497,Flame of the Shiranui,Japan,0,36,37,14,14,10820,2358,Ken,ken,10820,1,銅,248,248-76823e9358645d6398e08de986fde0,It's a Pweasure to Meet You,1,master,en
16,True,0,1,2874,16,876814,36,37,2356,15,650,571041,0,False,2,85,2,True,False,1776445135,afe9ad096fee47ca9175e5e06d3d94a4,VFSF6Club,True,8,1,2,3,2,1,False,False,35002,40054,False,1,False,False,40152,False,1,False,False,いいちこアイリーン,5,3395843608,8,11421794,False,0,,0,0,0,0,0,1,0,0,False,,2,でんせつえすぴ～,5,2649234087,Steam,steam,21,30,20,0,24,0,11167,Juri,juri,11167,6,SPECIAL,464,464-8e59908b1c85b74c2bdbb1adc821de,OGHunt,Japan,0,36,37,15,15,11167,2356,Juri,juri,11167,6,SPECIAL,464,464-8e59908b1c85b74c2bdbb1adc821de,OGHunt,1,master,en
30,True,1,1,5103,31,164491,36,37,2264,133,0,38683,0,False,2,85,2,True,False,1776348105,cc9ee00f94ac4ab6bb63f74b258076a4,IKOMAclub,True,18,20,1,13,3,2,False,False,1,40170,False,9,False,False,40170,False,1,False,False,生駒デビル,5,3722662728,2,8480727,False,0,,0,0,0,0,0,0,0,0,False,,1,inaba,5,2521166079,Steam,steam,14,0,13,0,21,4,11239,Alex,alex,11239,6,SPECIAL,512,512-6974c2580ef01f547e6b2aeaa58ae8,"Battle Routine, Set!",Japan,0,36,37,16,16,11207,2355,C. Viper,cviper,11207,6,SPECIAL,501,501-860392ec51e1e43c822aea2b06b2c0,Observer,1,master,en
12,True,0,1,14071,12,839539,36,37,2355,16,15075,635259,0,False,2,85,2,True,False,1776345033,dd1638e3d68b4c15ae25ddffd8371468,pogamoggan,True,10,1,2,24,8,19,False,False,35002,40110,False,5,False,False,40088,False,9,True,False,SBI_Hibiki,5,3108342606,2,3408537,False,0,,0,0,0,0,0,1,0,0,False,,1,SBI_Hibiki,5,3108342606,Steam,steam,13,30,12,30,22,0,10466,Lily,lily,10466,3,金,33,33-b7cd562dd2865b9c602d1fa3470c4e,Confident,Japan,0,36,37,16,16,10466,2355,Lily,lily,10466,3,金,33,33-b7cd562dd2865b9c602d1fa3470c4e,Confident,1,master,en
30,True,1,1,1356,30,693444,36,37,2353,18,0,194733,0,False,2,85,2,True,False,1776441564,,,False,0,0,0,0,0,0,False,False,0,0,False,0,False,False,0,False,0,False,False,,0,0,2,5840281,False,0,,0,0,0,0,0,1,0,0,False,,1,Yoske,5,2596827813,Steam,steam,15,30,14,30,21,4,10504,C. Viper,cviper,10504,3,金,68,68-43de3bebe8fafa5b9a23ccca3201f3,OH! MY CAR,Japan,0,36,37,18,18,10504,2353,C. Viper,cviper,10504,3,金,68,68-43de3bebe8fafa5b9a23ccca3201f3,OH! MY CAR,1,master,en
10,True,0,1,6286,10,804360,36,37,2351,19,133050,549595,60,False,2,85,2,True,False,1776450833,df9b1a0a70204b18a4c9aa7764ea153e,WatabouPirates,True,18,20,1,13,3,2,False,False,1,40001,False,9,False,False,40136,False,1,False,False,わたぼうjp,5,1908381447,4,5154178,False,0,,0,0,0,0,0,1,0,0,False,,1,ゴトーー,2,2235576711,CrossPlatform,cross,9,0,8,30,18,2,10008,Ken,ken,10008,1,銅,56,56-ef6f9fcc52a900a6c6b8c49bf3b754,Looking to Have Fun,Japan,0,36,37,19,19,10008,2351,Ken,ken,10008,1,銅,56,56-ef6f9fcc52a900a6c6b8c49bf3b754,Looking to Have Fun,1,master,en
26,True,0,1,9813,28,42476,36,36,1535,179430,0,5965,0,False,2,999,2,True,False,1776416504,50e6394fd87a482ba9a3816d1fd623c7,EatMy29,True,33,1,1,3,2,6,False,False,1,40136,True,9,False,False,40096,True,5,False,False,發斗獨狗,5,2898412129,2,6085498,False,0,,0,0,0,0,0,0,0,0,False,,1,發斗獨狗,5,2898412129,Steam,steam,15,0,14,30,24,0,10572,Mai,mai,10572,5,グレード5,65,65-2c0578a239fcd29865073f0e43a218,Fun Comes First!,Other,0,36,37,20,20,10572,2350,M. Bison,vega,10572,5,グレード5,65,65-2c0578a239fcd29865073f0e43a218,Fun Comes First!,1,master,en
